Property Name ,Interval Identifier ,Property ID ,Country Name ,Primary Commodity ,Hole ID ,Reported Date (mm/dd/yyyy),Primary Interval Commodity ,Reporting Company ,Reporting Company ID ,Stage (At Time of Ann.) ,Significant Interval? Yes/No,Surface or Underground? ,Exploration Purpose ,Exchg,From (Date -1),To (Date + 20),Market Cap Range,"Market Cap ($M) (From, date -1)","Market Cap ($M) (To, date + 20)",Gain,within 21 d?,Rank,Relevant asterisk/ footnote,New Rank,Notes
Clayton Northeast,738972,77443,USA,Lithium,CNE-16-02,12/5/2016,Lithium,Nevada Sunrise Gold Corporation,4352738,Target Outline,No,Surface,Exploration,NEV-TVX,0.1881,0.1775,<10,7.14,6.74,-5.59%,FALSE,388,,,
Colomac,733698,26175,Canada,Gold,C16-07B,11/24/2016,Gold,Nighthawk Gold Corp.,4352812,Reserves Development,Yes,Surface,Extension,NHK-TSX,0.3258,0.3359,>10 - 100,49.73,52.01,3.10%,FALSE,210,,,
Colomac,753737,26175,Canada,Gold,G16-10,12/21/2016,Gold,Nighthawk Gold Corp.,4352812,Reserves Development,Yes,Surface,Extension,NHK-TSX,0.3137,0.3711,>10 - 100,48.57,57.45,18.30%,FALSE,75,,,
Berrigan Lake,732673,26517,Canada,Zinc,713735,11/22/2016,Gold,Chibougamau Independent Mines Inc.,4357847,Reserves Development,No,Surface,Exploration,CBG-TVX,0.0485,0.0457,<10,1.81,1.7,-5.81%,FALSE,393,,,
Avino,753775,26257,Mexico,Silver,ET-16-06,12/21/2016,Gold,Avino Silver & Gold Mines Ltd.,4348363,Operating,Yes,Underground,Exploration,ASM-TVX,1.1801,1.4238,>10 - 100,61.81,74.63,20.65%,FALSE,61,,,
Val-d’Or East,742778,26273,Canada,Gold,PC-16-90,12/6/2016,Gold,Probe Metals Inc.,4582557,Reserves Development,Yes,Surface,Extension,PRB-TVX,0.8829,0.9617,>10 - 100,75.45,82.47,8.92%,FALSE,139,,,
Keno Hill,744769,26308,Canada,Silver,K-16-0611,12/8/2016,Silver,Alexco Resource Corporation,4347897,Operating,Yes,Surface,Extension,AXU-US,1.4,1.4,>100,129.71,129.71,0.00%,FALSE,259,,,
El Colomo,714351,54359,Mexico,Gold,GC_01_10.13.2016,10/13/2016,Gold,Gainey Capital Corp.,4498986,Target Outline,No,Surface,Exploration,GNC-TVX,0.2072,0.1941,<10,7.68,7.19,-6.30%,FALSE,407,,,
Clayton Northeast,720058,77443,USA,Lithium,CNE-16-01,11/1/2016,Lithium,Nevada Sunrise Gold Corporation,4352738,Target Outline,No,Surface,Exploration,NEV-TVX,0.2238,0.209,<10,8.5,7.93,-6.63%,FALSE,412,,,
Fosterville,725744,26353,Australia,Gold,UDH1278,11/8/2016,Gold,Newmarket Gold Inc,4318353,Operating,Yes,Underground,Definition,,NA,NA,NA,NA,NA,0.00%,FALSE,259,,,"Kirkland Lake Gold Inc and Newmarket Gold Inc merged. For the original Newmarket drill result, the new Kirkland Lake Gold Ltd was kept as the reporting company. This is because historically Newmarket stock makes up the historical data (with a stock split applied). "
Davyhurst,728084,26359,Australia,Gold,MIRC158,11/15/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,In Pit,Definition,EGS-ASX,0.1732,0.1569,>10 - 100,84.78,76.82,-9.39%,FALSE,463,,,
Viking,730142,36406,Canada,Gold,VK-16-130,11/17/2016,Gold,Anaconda Mining Inc.,4348030,Reserves Development,No,Surface,Exploration,ANX-TSX,0.0447,0.0415,<10,9.35,8.69,-7.11%,FALSE,424,,,
Davyhurst,733417,26359,Australia,Gold,CNDD007,11/24/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,In Pit,Extension,EGS-ASX,0.1699,0.1503,>10 - 100,83.18,73.52,-11.52%,FALSE,502,,,
Yeneena,738974,36649,Australia,Copper,ETG0002,12/6/2016,Gold,Encounter Resources Limited,4349979,Target Outline,No,Surface,Extension,ENR-ASX,0.0598,0.0553,<10,9.32,8.61,-7.58%,FALSE,435,,,
Davyhurst,746904,26359,Australia,Gold,MIRC003,12/15/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,In Pit,Extension,EGS-ASX,0.1503,0.2038,>10 - 100,73.52,100.49,35.54%,FALSE,22,*,10,"No other results in the top ten. Nine days earlier there was another result reported by the company. Earlier in the quarter the company was in the above 100M market cap group but its share price decreased, until more price gains at the end of the month. "
Davyhurst,754233,26359,Australia,Gold,SKRC082,11/23/2016,Gold,Eastern Goldfields Limited,4354674,Feasibility Started,Yes,Surface,Definition,EGS-ASX,0.1624,0.1537,>10 - 100,79.49,75.76,-5.37%,FALSE,383,,,
Murrin Murrin,704992,26377,Australia,Gold,MMRC039,10/4/2016,Gold,GME Resources Limited,4350492,Reserves Development,Yes,In Pit,Extension,GME-ASX,0.0222,0.0213,>10 - 100,10.25,9.83,-4.14%,FALSE,368,,,
Toiyabe,717523,26386,USA,Gold,T-1601C,10/24/2016,Gold,Starcore International Mines Ltd.,4354543,Reserves Development,Yes,Surface,Extension,SAM-TSX,0.54,0.3919,>10 - 100,26.54,19.26,-27.42%,FALSE,686,,,
Moline,748478,26504,Australia,Gold,MORC010,12/19/2016,Gold,PNX Metals Limited,4353335,Target Outline,Yes,In Pit,Exploration,PNX-ASX,0.0189,0.0227,>10 - 100,13.94,16.7,19.86%,FALSE,63,,,
Berrigan Lake,711409,26517,Canada,Zinc,BJ-13-10,10/13/2016,Copper,Chibougamau Independent Mines Inc.,4357847,Reserves Development,Yes,Surface,Extension,CBG-TVX,0.0678,0.0485,<10,2.52,1.81,-28.42%,FALSE,695,,,
Bonnie Claire,747798,77631,USA,Lithium,BC1601,12/15/2016,Lithium,Iconic Minerals Ltd.,4351165,Target Outline,No,Surface,Exploration,ICM-TVX,0.0993,0.0903,<10,6.47,5.99,-9.03%,FALSE,455,,,
Tamarack,745926,36221,USA,Nickel,16TK0250,12/13/2016,Nickel,Talon Metals Corporation,4354713,Reserves Development,No,Surface,Infill,TLO-TSX,0.0533,0.0485,<10,6.91,6.28,-9.10%,FALSE,458,,,
O'Brien,738937,26534,Canada,Gold,OB-16-14,12/5/2016,Gold,Radisson Mining Resources Inc.,4353620,Prefeas/Scoping,Yes,Surface,Extension,RDS-TVX,0.1429,0.111,>10 - 100,15.24,11.83,-22.36%,FALSE,639,,,
Pinnacles,714532,30024,Australia,Gold,NMPRC16,10/17/2016,Gold,Saracen Mineral Holdings Limited,4354028,Reserves Development,No,Surface,Extension,SAR-ASX,0.9149,1.012,>100,737.61,816.83,10.62%,FALSE,120,,,
Barry United,719756,26549,Canada,Gold,BE-16-09,10/31/2016,Gold,Metanor Resources Inc.,4352240,Prefeas/Scoping,Yes,Surface,Extension,MTO-TVX,0.636,0.4807,>10 - 100,27.74,20.97,-24.42%,FALSE,660,,,
Barry United,728470,26549,Canada,Gold,MB-16-24,11/15/2016,Gold,Metanor Resources Inc.,4352240,Prefeas/Scoping,Yes,Surface,Extension,MTO-TVX,0.5156,0.415,>10 - 100,22.49,18.21,-19.51%,FALSE,620,,,
Zulu,717227,41737,Zimbabwe,Lithium,ZDD-16,10/21/2016,Tantalum,Premier African Minerals Limited,4350306,Target Outline,No,Surface,Exploration,PREM-AIMLSE,0.0049,0.0044,<10,9.7,8.65,-10.82%,FALSE,490,,,
Lake Roe,745285,77771,Australia,Gold,SRC003,12/13/2016,Gold,Carnavale Resources Limited,4357628,Target Outline,No,Surface,Exploration,CAV-ASX,0.0052,0.0058,<10,2.41,2.66,10.34%,FALSE,124,,,
Dongsugok,719750,77206,South Korea,Lithium,UBG004,10/31/2016,Zinc,Peninsula Mines Limited,4349702,Exploration,No,In Pit,Exploration,PSM-ASX,0.0152,0.0132,<10,7.6,6.63,-12.82%,FALSE,518,,,
Mt Magnet,748711,26595,Australia,Gold,GXRC0502,12/19/2016,Gold,Ramelius Resources Limited,4353635,Operating,Yes,In Pit,Extension,RMS-ASX,0.3386,0.4538,>100,177.84,238.38,34.04%,FALSE,25,,,Combined into a single row of data based on Chris G's advice as three results for the company came out on the same day (all in the top ten). 
Quinns,722246,26608,Australia,Gold,16LCRC026,11/4/2016,Gold,Latitude Consolidated Limited,4351250,Reserves Development,Yes,Surface,Extension,LCD-ASX,0.043,0.0274,<10,3.6,2.3,-36.27%,FALSE,728,,,
Key Lake Road,715699,34944,Canada,U3O8,KAR-03,10/18/2016,Copper,Forum Uranium Corp.,4350261,Target Outline,No,Surface,Exploration,FDC-TVX,0.0647,0.056,<10,3.45,3,-13.46%,FALSE,529,,,
Timmins Porcupine West,708078,37902,Canada,Gold,37986136,10/11/2016,Zinc,Explor Resources Inc.,4350107,Reserves Development,No,Surface,Exploration,EXS-TVX,0.0604,0.0522,<10,6.55,5.67,-13.47%,FALSE,530,,,
Sakami,725043,31985,Canada,Gold,R5,11/8/2016,Gold,Canada Strategic Metals Inc.,4348875,Target Outline,No,Surface,Exploration,CJC-TVX,0.1082,0.0932,<10,8.17,7.04,-13.86%,FALSE,537,,,
Quinns,733085,26608,Australia,Gold,16LCRC026,11/23/2016,Gold,Latitude Consolidated Limited,4351250,Reserves Development,No,Surface,Extension,LCD-ASX,0.0273,0.03,<10,2.29,2.57,9.79%,FALSE,130,,,
Santa Gertrudis,716025,26612,Mexico,Gold,318,10/19/2016,Gold,GoGold Resources Inc.,4350496,Construction Started,Yes,Surface,Extension,GGD-TSX,0.4645,0.4724,>10 - 100,79.61,80.95,1.69%,FALSE,233,,,
Rosebute,718983,50151,Canada,Gold,RO16-15,10/27/2016,Gold,Independence Gold Corp.,4351202,Target Outline,No,Surface,Extension,IGO-TVX,0.1274,0.108,<10,7.07,5.92,-15.25%,FALSE,558,,,
Poona,733261,76965,Australia,Lithium,PORC002,11/23/2016,Lithium,Venus Metals Corporation Limited,4355197,Target Outline,No,Surface,Extension,VMC-ASX,0.1107,0.0937,<10,7.71,6.53,-15.37%,FALSE,559,,,
Murchison,715492,26727,Australia,Gold,16MORC043,10/18/2016,Gold,Musgrave Minerals Limited,4352640,Operating,Yes,Surface,Extension,MGV-ASX,0.0724,0.0723,>10 - 100,13.03,13.02,-0.12%,FALSE,275,,,
Murchison,721246,26727,Australia,Gold,16MORC048,11/3/2016,Gold,Musgrave Minerals Limited,4352640,Operating,Yes,Surface,Extension,MGV-ASX,0.092,0.0658,>10 - 100,16.57,11.84,-28.57%,FALSE,697,,,
Bay State,717547,70656,USA,Silver,SR_CS3_10-24-2016,10/24/2016,Silver,Sunrise Resources Plc,4354654,Target Outline,No,Underground,Extension,SRES-AIMLSE,0.0026,0.0022,<10,2.94,2.47,-15.96%,FALSE,570,,,
Murchison,725108,26727,Australia,Gold,16MORC052,11/9/2016,Gold,Silver Lake Resources Limited,4354253,Operating,Yes,Surface,Extension,SLR-ASX,0.4514,0.4182,>100,227.39,210.63,-7.37%,FALSE,429,,,
Richardson,716034,26744,USA,Gold,NER_CS1_10-18-2016,10/18/2016,Gold,Northern Empire Resources Corp.,4353474,Target Outline,Yes,In Pit,Exploration,NM-TVX,0.3309,0.3357,<10,3.58,3.63,1.46%,FALSE,240,,,
El Topacio,708875,26767,Nicaragua,Gold,48788,10/12/2016,Gold,Oro Verde Limited,4353110,Reserves Development,Yes,Surface,Extension,OVL-ASX,0.0174,0.0161,>10 - 100,11.66,10.95,-7.36%,FALSE,428,,,
Akorade,720688,38803,Ghana,Gold,16APR003,11/1/2016,Gold,Castle Peak Mining Limited,4348986,Reserves Development,No,Surface,Extension,CAP-TVX,0.0224,0.0187,<10,2.97,2.48,-16.64%,FALSE,581,,,
Syama,717734,26795,Mali,Gold,SYDD442,10/25/2016,Gold,Resolute Mining Limited,4353754,Expansion,Yes,Underground,Extension,RSG-ASX,1.2777,0.9187,>100,939.66,677.05,-28.10%,FALSE,694,,,
Talapoosa,744500,24696,USA,Gold,N601155,12/7/2016,Gold,Timberline Resources Corporation,4354871,Prefeas/Scoping,No,Surface,Extension,TLRS-US,0.3155,0.262,<10,7.61,6.32,-16.96%,FALSE,587,,,
Grizzly,727958,77647,Canada,Gold,372702,11/14/2016,Gold,GFK Resources Inc.,4359967,Exploration,No,Surface,Exploration,OOR-TVX,0.0998,0.0827,<10,4.96,4.11,-17.11%,FALSE,590,,,
Mt York,729645,26830,Australia,Gold,KMYD 002,11/17/2016,Gold,Kairos Minerals Limited,4352482,Reserves Development,Yes,Surface,Extension,KAI-ASX,0.0351,0.0299,>10 - 100,13.66,11.64,-14.77%,FALSE,553,,,
Areachap Belt,705556,26944,South Africa,Copper,OWCD033,10/5/2016,Gold,Orion Gold NL,4353093,Target Outline,Yes,Surface,Extension,ORN-ASX,0.0176,0.0183,<10,8.52,8.87,4.09%,FALSE,199,,,
Pegmont,716509,29369,Australia,Lead,PVRD040,10/19/2016,Copper,Vendetta Mining Corporation,4367471,Reserves Development,No,Surface,Exploration,VTT-TVX,0.0914,0.075,<10,6.64,5.46,-17.95%,FALSE,602,,,
Areachap Belt,720921,26944,South Africa,Copper,OCOR027,11/2/2016,Copper,Orion Gold NL,4353093,Target Outline,Yes,Surface,Extension,ORN-ASX,0.0176,0.0148,<10,8.53,8.21,-16.21%,FALSE,574,,,
Redhill,728522,76579,Canada,Copper,RH16-04,11/15/2016,Copper,Troymet Exploration Corporation,4355000,Target Outline,No,Surface,Exploration,TYE-TVX,0.0184,0.0151,<10,2.24,1.84,-18.04%,FALSE,605,,,
Zulu,726071,41737,Zimbabwe,Lithium,ZDD-16,11/9/2016,Lithium,Premier African Minerals Limited,4350306,Target Outline,No,Surface,Exploration,PREM-AIMLSE,0.0046,0.0038,<10,9.09,7.73,-18.23%,FALSE,608,,,
Areachap Belt,744525,26944,South Africa,Copper,OCOD035,12/7/2016,Copper,Orion Gold NL,4353093,Target Outline,Yes,Surface,Exploration,ORN-ASX,0.0179,0.0151,<10,9.96,9.24,-15.80%,FALSE,567,,,
Karlawinda,744522,35901,Australia,Gold,KBRC436,12/9/2016,Gold,Capricorn Metals Ltd,4352012,Feasibility Started,No,Surface,Extension,CMM-ASX,0.0694,0.0757,>10 - 100,21.87,23.88,9.19%,FALSE,137,,,
Areachap Belt,748010,26944,South Africa,Copper,OCOD036,12/16/2016,Copper,Orion Gold NL,4353093,Target Outline,Yes,Surface,Extension,ORN-ASX,0.0169,0.0147,<10,9.42,9.46,-13.18%,FALSE,526,,,
Homase,727391,37181,Ghana,Gold,16AKRC011,11/11/2016,Gold,GoldStone Resources Limited,4350637,Reserves Development,No,Surface,Extension,GRL-AIMLSE,0.0218,0.0177,<10,1.56,1.27,-19.11%,FALSE,616,,,
Hayes Creek,705825,27039,Australia,Zinc,MBRC040,10/6/2016,Zinc,PNX Metals Limited,4353335,Prefeas/Scoping,Yes,Surface,Extension,PNX-ASX,0.0251,0.0176,>10 - 100,14.77,10.38,-29.70%,FALSE,706,,,
Mt Morgans,706300,25662,Australia,Gold,16JUDD404,10/10/2016,Gold,Dacian Gold Limited,4379662,Feasibility Started,No,Surface,Extension,DCN-ASX,2.3331,2.4961,>100,326.03,348.81,6.99%,FALSE,158,,,
Hayes Creek,720950,27039,Australia,Zinc,MBRC052,11/3/2016,Zinc,PNX Metals Limited,4353335,Prefeas/Scoping,Yes,Surface,Extension,PNX-ASX,0.0169,0.0163,<10,9.93,9.84,-3.69%,FALSE,357,,,
Hayes Creek,734351,27039,Australia,Zinc,IBDH039,11/28/2016,Zinc,PNX Metals Limited,4353335,Prefeas/Scoping,Yes,Surface,Extension,PNX-ASX,0.0164,0.0189,<10,9.9,13.94,15.79%,FALSE,82,,,
Rhea,709460,64263,Canada,Silver,WW16-8,10/11/2016,Gold,Braveheart Resources Inc.,4365007,Exploration,No,Surface,Exploration,BHT-TVX,0.0339,0.0261,<10,0.94,0.72,-23.09%,FALSE,646,,,
Hayes Creek,738890,27039,Australia,Zinc,MORC002,12/5/2016,Gold,PNX Metals Limited,4353335,Prefeas/Scoping,Yes,In Pit,Exploration,PNX-ASX,0.0164,0.0172,<10,9.92,12.68,5.06%,FALSE,183,,,
Spectrum,745587,27082,Canada,Gold,S16-095,12/12/2016,Gold,Skeena Resources Limited,4354322,Reserves Development,Yes,Surface,Extension,SKE-TVX,0.0494,0.0559,>10 - 100,26.06,29.96,13.24%,FALSE,99,,,
Woodlawn,715474,27104,Australia,Zinc,WNDD0110,10/18/2016,Zinc,Heron Resources Limited,4351024,Feasibility Complete,Yes,Surface,Extension,HRR-ASX,0.0991,0.1038,>10 - 100,41.11,43.09,4.83%,FALSE,187,,,
Borroloola West,732736,50801,Australia,Copper,MNR01,11/23/2016,Lead,Pacifico Minerals Limited,4351386,Target Outline,No,Surface,Exploration,PMY-ASX,0.0059,0.0045,<10,3.5,2.67,-23.84%,FALSE,652,,,
Ox Mountains,721527,52343,Ireland,Gold,PM_CS_11.3.2016,11/3/2016,Gold,Playfair Mining Ltd.,4353388,Target Outline,No,Surface,Exploration,PLY-TVX,0.112,0.0852,<10,5.72,4.35,-23.96%,FALSE,654,,,
Armagh-Monaghan,721530,30869,Ireland,Gold,CG_01_11.3.2016,11/3/2016,Gold,Conroy Gold and Natural Resources Plc,4349433,Prefeas/Scoping,No,Surface,Extension,CGNR-AIMLSE,0.3106,0.2356,<10,3.42,2.59,-24.16%,FALSE,657,,,
North Island,705678,27144,Canada,Copper,RD-16-06,10/5/2016,Copper,Northisle Copper and Gold Inc.,4363861,Reserves Development,Yes,Surface,Exploration,NCX-TVX,0.0532,0.0524,<10,5.59,5.5,-1.46%,FALSE,307,,,
KSM,715690,27259,Canada,Gold,IC-16-62,10/18/2016,Gold,Seabridge Gold Inc.,4354072,Prefeas/Scoping,Yes,Surface,Extension,SEA-TSX,10.817,10.6693,>100,585.62,577.62,-1.37%,FALSE,302,,,
KSM,728488,27259,Canada,Gold,K-16-52B,11/15/2016,Copper,Seabridge Gold Inc.,4354072,Prefeas/Scoping,Yes,Surface,Extension,SEA-TSX,9.1117,10.3682,>100,493.72,561.81,13.79%,FALSE,95,,,
Fancamp,727672,54199,Canada,Gold,Trench B,11/14/2016,Gold,Quinto Real Capital Corporation,4379769,Exploration,No,Surface,Exploration,QIT-TVX,0.0813,0.0602,<10,1.88,1.39,-26.02%,FALSE,677,,,
Treaty Creek,708061,27271,Canada,Gold,CB-16-03,10/11/2016,Gold,Teuton Resources Corporation,4354809,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.166,0.1791,<10,4.75,5.13,7.88%,FALSE,148,,,
Springdale,727967,77370,Australia,Graphite,HD003,11/15/2016,Graphite,Comet Resources Limited,4349348,Target Outline,No,Surface,Metallurgical,CRL-ASX,0.0309,0.0224,<10,4.11,2.98,-27.39%,FALSE,684,,,
Treaty Creek,718638,27271,Canada,Gold,CB-16-03,10/26/2016,Gold,Teuton Resources Corporation,4354809,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.2022,0.1484,<10,5.79,4.25,-26.60%,FALSE,681,,,
Granada,726081,27319,Canada,Gold,GR?16?03,11/9/2016,Gold,Granada Gold Mine Inc.,4350504,Prefeas/Scoping,Yes,Surface,Extension,GGM-TVX,0.06,0.0483,>10 - 100,23.85,19.22,-19.41%,FALSE,619,,,
Mutsk,735959,50252,Armenia,Gold,OG16-58,11/29/2016,Gold,Orogen Gold Plc,4364149,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.0438,0.031,<10,1.37,0.97,-29.24%,FALSE,701,,,
Hyland,727679,27325,Canada,Gold,HY-16-50,11/14/2016,Gold,Banyan Gold Corp.,4348438,Reserves Development,Yes,Surface,Extension,BYN-TVX,0.0407,0.0564,<10,1.91,2.65,38.71%,FALSE,18,,5,
Mutsk,724817,50252,Armenia,Gold,OG16-57,11/8/2016,Gold,Orogen Gold Plc,4364149,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.062,0.0438,<10,1.94,1.37,-29.36%,FALSE,703,,,
Brewery Creek,711337,27366,Canada,Gold,GT16-011,10/13/2016,Gold,Golden Predator Mining Corp.,4352919,Prefeas/Scoping,Yes,Surface,Extension,GPY-TVX,0.6027,0.5824,>10 - 100,45.38,44.37,-3.37%,FALSE,350,,,
Mt Holland - Gold,786866,27370,Australia,Gold,KEGR042,10/28/2016,Lithium,Kidman Resources Limited,4351597,Prefeas/Scoping,Yes,Surface,Extension,KDR-ASX,0.3988,0.3175,>100,125.99,100.31,-20.38%,FALSE,629,,,
Red Mountain,730419,27452,Canada,Gold,MC16-08,11/17/2016,Gold,IDM Mining Ltd.,4353777,Feasibility Started,Yes,Surface,Extension,IDM-TVX,0.1229,0.1095,>10 - 100,34.78,30.56,-10.95%,FALSE,492,,,
Yamarna,706150,29364,Australia,Gold,16DHRC0031,10/10/2016,Gold,Gold Road Resources Limited,4350538,Feasibility Started,No,Surface,Extension,GOR-ASX,0.4131,0.436,>100,359.04,379.2,5.55%,FALSE,172,,,
Brett,731000,51032,Canada,Gold,1,11/21/2016,Gold,Ximen Mining Corp.,4349936,Target Outline,No,Surface,Exploration,XIM-TVX,0.085,0.057,<10,3.98,2.67,-33.01%,FALSE,721,,,
Red Mountain,741900,27452,Canada,Gold,U16-1220,12/6/2016,Gold,IDM Mining Ltd.,4353777,Feasibility Started,Yes,Underground,Extension,IDM-TVX,0.1094,0.0999,>10 - 100,30.55,27.89,-8.73%,FALSE,449,,,
Scott Lake,716879,27470,Canada,Copper,DDH SC-87W2,10/20/2016,Zinc,Yorbeau Resources Inc.,4355532,Reserves Development,Yes,Surface,Extension,YRB-TSX,0.0768,0.0856,>10 - 100,21.03,23.42,11.36%,FALSE,112,,,
Scott Lake,733300,27470,Canada,Copper,SC-87W3,11/23/2016,Zinc,Yorbeau Resources Inc.,4355532,Reserves Development,Yes,Surface,Extension,YRB-TSX,0.082,0.0686,>10 - 100,22.44,18.77,-16.34%,FALSE,576,,,
Hidden Lake,735433,77633,Canada,Lithium,HL3-C9,11/28/2016,Lithium,92 Resources Corp.,4365292,Exploration,No,Surface,Exploration,NTY-TVX,0.1258,0.0748,<10,5.66,3.38,-40.53%,FALSE,741,,,
Railroad-Pinion,711128,27614,USA,Gold,DS16-24,10/13/2016,Gold,Gold Standard Ventures Corporation,4350544,Reserves Development,Yes,Surface,Extension,GSV-TVX,2.3806,2.3593,>100,496.12,522.58,-0.90%,FALSE,292,,,
Mutsk,746312,50252,Armenia,Gold,OG15-59,12/14/2016,Gold,Orogen Gold Plc,4364149,Target Outline,No,Surface,Extension,ORE-AIMLSE,0.0634,0.0306,<10,1.99,0.96,-51.74%,FALSE,749,,,
Dorothy Dobie,717242,27657,Canada,Gold,DOB-09-14,10/21/2016,Gold,White Metal Resources Corp.,4354981,Reserves Development,Yes,Surface,Extension,WHM-TVX,0.0454,0.037,<10,1.33,1.08,-18.43%,FALSE,610,,,
Pulacayo-Paca,733622,27680,Bolivia,Silver,PUD 032,11/24/2016,Zinc,Apogee Opportunities Inc.,4348100,Feasibility Complete,Yes,Underground,Extension,APE-TVX,0.1037,0.126,<10,0.93,1.13,21.51%,FALSE,54,,,
Jervois,725314,27710,Australia,Copper,KJCD198,11/10/2016,Copper,KGL Resources Limited,4351571,Prefeas/Scoping,Yes,Surface,Extension,KGL-ASX,0.1721,0.1772,>10 - 100,29.78,30.66,2.96%,FALSE,212,,,
Yauricocha,717672,27747,Peru,Silver,D-ESP-03,10/24/2016,Zinc,Sierra Metals Inc.,4438708,Operating,Yes,Surface,Extension,SMT-TSX,1.38,1.442,>100,223.48,233.52,4.49%,FALSE,194,,,
Yauricocha,730093,27747,Peru,Silver,MAS-17,11/17/2016,Zinc,Sierra Metals Inc.,4438708,Operating,Yes,Underground,Discovery,SMT-TSX,1.4153,1.4719,>100,229.19,238.36,4.00%,FALSE,200,,,
Whim Creek,716505,27796,Australia,Copper,16VSCD001,10/20/2016,Zinc,Venturex Resources Limited,4355196,Limited Production,Yes,Surface,Extension,VXR-ASX,0.0067,0.0059,>10 - 100,18.09,15.98,-11.63%,FALSE,503,,,
Pine,708059,34239,Canada,Copper,SDB-005,10/11/2016,Zinc,Callinex Mines Inc.,4348845,Reserves Development,No,Surface,Extension,CNX-TVX,0.2565,0.4103,>10 - 100,15.95,25.52,59.97%,FALSE,8,*,6,Two results in the top ten. Removed a result from 10/18/2016 as a duplicate. 
Orivesi,716657,27838,Finland,Gold,KU-1529,10/20/2016,Gold,Dragon Mining Limited,4349799,Operating,Yes,Underground,Extension,DRA-ASX,0.2039,0.2257,>10 - 100,18.12,20.05,10.67%,FALSE,118,,,
La Colorada,704818,27928,Mexico,Gold,16-LCRC-414,10/3/2016,Gold,Argonaut Gold Inc.,4348750,Operating,Yes,In Pit,Extension,AR-TSX,2.6256,2.3026,>100,416.07,364.89,-12.30%,FALSE,513,,,
Kemess North,723537,28026,Canada,Copper,KH-16-13,11/8/2016,Copper,AuRico Metals Inc.,4610117,Feasibility Complete,Yes,Underground,Extension,AMI-TSX,0.8207,0.7455,>100,122.91,111.65,-9.17%,FALSE,459,,,
Del Norte,725104,28033,Canada,Gold,DN-16-05,11/8/2016,Gold,Teuton Resources Corporation,4354809,Target Outline,Yes,Surface,Exploration,TUO-TVX,0.1641,0.123,<10,4.7,3.52,-25.06%,FALSE,666,,,
Barsele,719464,28075,Sweden,Gold,CNT16-006,10/27/2016,Gold,Barsele Minerals Corp.,4428746,Reserves Development,Yes,Surface,Definition,BME-TVX,0.8996,0.6704,>10 - 100,95.35,71.06,-25.48%,FALSE,672,,,
Botswana,743282,38696,Botswana,Copper,MO-G-56D,12/9/2016,Copper,MOD Resources Limited,4352535,Prefeas/Scoping,No,Surface,Infill,MOD-ASX,0.0201,0.0274,>10 - 100,28.41,43.55,36.11%,FALSE,21,,9,No other results in the top ten. Over a month earlier there was a drill result reported from the same property.
Barsele,746833,28075,Sweden,Gold,CNT16012,12/14/2016,Gold,Barsele Minerals Corp.,4428746,Reserves Development,Yes,Surface,Extension,BME-TVX,0.7774,0.7607,>10 - 100,82.88,81.1,-2.14%,FALSE,321,,,
Woolgar,724614,28094,Australia,Gold,LR0281,11/7/2016,Gold,Strategic Minerals Corporation N.L.,4354594,Reserves Development,Yes,Surface,Extension,SMC-ASX,0.2517,0.2218,>10 - 100,15.78,13.91,-11.87%,FALSE,506,,,
Clavo Rico,729651,28150,Honduras,Gold,CMCS-09,11/17/2016,Gold,"Inception Mining, Inc.",4360060,Operating,Yes,Surface,Exploration,IMII-US,0.395,0.49,>10 - 100,19.74,24.52,24.05%,FALSE,49,,,
Chevrier,730258,28185,Canada,Gold,T-7,11/17/2016,Gold,Genesis Metals Corp.,4350010,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.1006,0.0906,<10,4.12,3.71,-9.92%,FALSE,472,,,
Chevrier,743255,28185,Canada,Gold,GFA-171,12/6/2016,Gold,Genesis Metals Corp.,4350010,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.0943,0.0888,<10,3.87,3.64,-5.89%,FALSE,394,,,
Chevrier,745512,28185,Canada,Gold,FA-51,12/12/2016,Gold,Genesis Metals Corp.,4350010,Reserves Development,Yes,Surface,Exploration,GIS-TVX,0.0836,0.0745,<10,3.43,3.06,-10.78%,FALSE,487,,,
Valentine Lake,720728,28192,Canada,Gold,MA-16-128,11/2/2016,Gold,Marathon Gold Corporation,4352057,Reserves Development,Yes,Surface,Extension,MOZ-TSX,0.5007,0.41,>10 - 100,58.61,48.38,-18.12%,FALSE,607,,,
Cinovec,705742,40307,Czech Republic,Lithium,CIW-19,10/6/2016,Lithium,European Metals Holdings Limited,4553386,Prefeas/Scoping,No,Surface,Infill,EMH-ASX,0.4068,0.5138,>10 - 100,49.39,63.67,26.31%,FALSE,42,,,
